,state,city,views,zip_code,lat,long
551,az,cottonwood,18,86326,34.6362,-112.1035
552,az,flagstaff,18,86001,35.4749,-111.7000
553,ca,livermore,18,94550,37.5098,-121.6389
554,ca,los banos,18,93635,36.9859,-120.9759
555,ca,madera,18,93636,36.9768,-119.8701
556,ca,tracy,18,95304,37.6757,-121.3989
557,ca,vallejo,18,94589,38.1386,-122.2529
558,fl,davenport,18,33836,28.1847,-81.6275
559,fl,destin,18,32540,30.3934,-86.4958
560,fl,homestead,18,33030,25.4529,-80.5255
561,fl,titusville,18,32780,28.5473,-80.8539
562,fl,titusville,1,32780,28.5473,-80.8539
563,ga,buford,18,30515,34.1046,-84.0037
564,il,lombard,18,60148,41.8776,-88.0198
565,ky,owensboro,18,42301,37.7620,-87.2598
566,md,towson,18,21204,39.4019,-76.6328
567,nc,emerald isle,18,28594,34.6639,-77.0066
568,nc,hendersonville,18,28739,35.2526,-82.5333
569,nm,farmington,18,87401,36.4647,-108.1398
570,nm,taos,18,87571,36.4109,-105.5258
571,nv,sparks,18,89431,39.5430,-119.7369
572,oh,hamilton,18,45011,39.4269,-84.4975
573,oh,massillon,18,44646,40.8183,-81.4930
574,oh,newark,18,43055,40.1216,-82.3822
575,oh,west chester,18,45069,39.3365,-84.4136
576,or,seaside,18,97138,45.9582,-123.6762
577,pa,bethlehem,18,18015,40.5844,-75.3698
578,tn,hendersonville,18,37075,36.3454,-86.6017
579,tn,spring hill,18,37174,35.7181,-86.8923
580,ut,provo,18,84601,40.2213,-111.7387
581,ut,west jordan,18,84081,40.5994,-112.0417
582,va,lynchburg,18,24501,37.3597,-79.1570
583,wa,pasco,18,99301,46.4659,-118.7344
584,wa,port orchard,18,98366,47.5449,-122.5815
585,wi,mukwonago,18,53149,42.8885,-88.3431
586,wv,martinsburg,18,25401,39.4656,-77.9645
587,al,dothan,17,36301,31.1462,-85.4124
588,ar,springdale,17,72762,36.1876,-94.2397
589,az,bullhead city,17,86429,35.1800,-114.4780
590,ca,citrus heights,17,95610,38.6926,-121.2676
591,ca,citrus heights,1,95610,38.6926,-121.2676
592,ca,folsom,17,95630,38.6645,-121.1450
593,ca,laguna niguel,17,92607,33.5425,-117.7825
594,ca,lakeside,17,92040,32.9030,-116.8655
595,ca,santa clara,17,95050,37.3515,-121.9508
596,ca,santa clarita,17,91350,34.4242,-118.5073
597,ca,upland,17,91784,34.1499,-117.6572
598,de,bear,17,19701,39.5983,-75.7061
599,fl,miami beach,17,33109,25.7604,-80.1422
600,ga,canton,17,30114,34.2547,-84.5092
601,ga,duluth,17,30095,33.9906,-84.1531
602,hi,kihei,17,96753,20.7384,-156.4314
603,id,caldwell,17,83605,43.6681,-116.6483
604,id,post falls,17,83854,47.7379,-116.9402
605,la,metairie,17,70001,29.9843,-90.1647
606,ma,methuen,17,01844,42.7319,-71.1858
607,md,rockville,17,20847,39.0839,-77.1534
608,nh,rochester,17,03839,43.2571,-70.9838
609,nh,salem,17,03079,42.7950,-71.2256
610,nv,carson city,17,89701,39.1484,-119.6629
611,nv,carson city,1,89701,39.1484,-119.6629
612,ny,auburn,17,13021,42.9129,-76.5724
613,oh,chillicothe,17,45601,39.3089,-82.9804
614,oh,hilliard,17,43026,40.0217,-83.1701
615,pa,mechanicsburg,17,17050,40.2470,-77.0232
616,tx,allen,17,75002,33.0830,-96.6099
617,tx,cypress,17,77410,29.9695,-95.6976
618,va,ashburn,17,20146,39.0438,-77.4879
619,wa,moses lake,17,98837,47.1683,-119.2693
620,wa,mount vernon,17,98273,48.3970,-122.3587
621,wa,shelton,17,98584,47.2471,-123.1251
622,wi,fond du lac,17,54935,43.7560,-88.3670
623,wi,fond du lac,1,54935,43.7560,-88.3670
624,wi,janesville,17,53545,42.7283,-89.0503
625,wy,cheyenne,17,82001,41.1418,-104.7792
626,az,sierra vista,16,85635,31.5861,-110.1729
627,ca,apple valley,16,92307,34.6026,-117.1198
628,ca,campbell,16,95008,37.2790,-121.9567
629,ca,castro valley,16,94546,37.7483,-122.1163
630,ca,chino,16,91708,33.9539,-117.6477
631,ca,encinitas,16,92023,33.0368,-117.2914
632,ca,goleta,16,93116,34.4356,-119.8269
633,ca,lincoln,16,95648,38.9315,-121.3234
634,ca,oakley,16,94561,38.0674,-121.6605
635,co,parker,16,80134,39.4894,-104.7688
636,ct,enfield,16,06082,41.9844,-72.5581
637,ct,stamford,16,06901,41.0550,-73.5387
638,fl,jacksonville beach,16,32240,30.3318,-81.6555
639,fl,lehigh acres,16,33936,26.6067,-81.6150
640,fl,merritt island,16,32952,28.2756,-80.6566
641,fl,palm bay,16,32905,28.0379,-80.6115
642,ga,macon,16,31201,32.8199,-83.6184
643,ia,ames,16,50010,42.0303,-93.5856
644,ia,cedar falls,16,50613,42.5170,-92.4912
645,id,kuna,16,83634,43.4073,-116.3040
646,il,arlington heights,16,60004,42.1129,-87.9812
647,il,palatine,16,60038,42.1106,-88.0342
648,in,la porte,16,46350,41.6218,-86.7393
649,la,slidell,16,70458,30.2581,-89.8134
650,md,bel air,16,21014,39.5382,-76.3526
651,md,columbia,16,21044,39.2044,-76.8814
652,mi,livonia,16,48150,42.3692,-83.3722
653,mi,novi,16,48374,42.4695,-83.5244
654,mn,bemidji,16,56601,47.5132,-94.7456
655,mo,holts summit,16,65043,38.6226,-92.0887
656,nc,mooresville,16,28115,35.5888,-80.7627
657,nc,nags head,16,27959,35.8859,-75.6035
658,nc,ocean isle beach,16,28469,33.9361,-78.4548
659,nj,atlantic city,16,08401,39.3716,-74.4520
660,nj,edison,16,08817,40.5192,-74.3968
661,nv,elko,16,89801,41.1775,-115.8925
662,oh,dublin,16,43016,40.1003,-83.1391
663,or,lebanon,16,97355,44.5128,-122.7863
664,ri,pawtucket,16,02860,41.8752,-71.3945
665,sc,anderson,16,29621,34.4909,-82.6086
666,sc,goose creek,16,29445,32.9891,-79.9934
667,sc,moncks corner,16,29461,33.1520,-80.0160
668,sc,sumter,16,29150,33.8746,-80.3541
669,tx,college station,16,77840,30.6079,-96.3240
670,tx,tomball,16,77375,30.0918,-95.5904
671,va,front royal,16,22630,38.9224,-78.1726
672,va,leesburg,16,20175,39.0523,-77.6036
673,wa,anacortes,16,98221,48.5181,-122.6779
674,wi,oshkosh,16,54901,44.0464,-88.4934
675,wi,waukesha,16,53186,43.0291,-88.2135
676,ak,palmer,15,99645,61.6060,-148.9098
677,ca,cathedral city,15,92234,33.8142,-116.4630
678,ca,dana point,15,92629,33.4780,-117.7059
679,ca,la jolla,15,92037,32.8668,-117.2482
680,ca,laguna beach,15,92651,33.5451,-117.7761
681,ca,laguna beach,1,92651,33.5451,-117.7761
682,ca,lakewood,15,90711,33.8539,-118.1333
683,ca,lodi,15,95240,38.1254,-121.1499
684,ca,malibu,15,90263,34.0399,-118.7077
685,ca,manteca,15,95336,37.8324,-121.1871
686,ca,martinez,15,94553,37.9751,-122.1548
687,ca,pleasanton,15,94566,37.6453,-121.8497
688,ca,san jacinto,15,92581,33.7837,-116.9578
689,ca,victorville,15,92392,34.4779,-117.4036
690,ca,westminster,15,92683,33.7491,-117.9937
691,ca,woodland hills,15,91364,34.1542,-118.5994
692,ct,torrington,15,06790,41.8396,-73.1261
693,fl,cocoa,15,32922,28.3746,-80.7460
694,fl,deerfield beach,15,33441,26.3110,-80.0983
695,fl,palm harbor,15,34682,28.0778,-82.7637
696,fl,plant city,15,33563,28.0183,-82.1381
697,fl,wesley chapel,15,33543,28.2052,-82.3199
698,ga,acworth,15,30101,34.0321,-84.7026
699,ia,davenport,15,52801,41.5204,-90.5735
700,il,elgin,15,60120,42.0163,-88.2346
701,il,frankfort,15,60423,41.4761,-87.8392
702,il,orland park,15,60462,41.6164,-87.8366
703,il,oswego,15,60543,41.6643,-88.3343
704,il,schaumburg,15,60159,42.0334,-88.0833
705,in,bloomington,15,47401,39.0794,-86.4446
706,ks,shawnee,15,66203,39.0185,-94.6941
707,la,kenner,15,70062,29.9876,-90.2522
708,la,mandeville,15,70448,30.3567,-90.0490
709,ma,lynn,15,01901,42.4605,-70.9461
710,md,gaithersburg,15,20877,39.1393,-77.1805
711,md,westminster,15,21157,39.5553,-76.9905
712,me,scarborough,15,04070,43.5783,-70.3222
713,mi,traverse city,15,49684,44.7832,-85.7249
714,mi,troy,15,48007,42.6058,-83.1502
715,mn,burnsville,15,55306,44.7318,-93.2880
716,mo,arnold,15,63010,38.4234,-90.4016
717,mo,blue springs,15,64013,39.0167,-94.2817
718,mo,blue springs,1,64013,39.0167,-94.2817
719,mo,cape girardeau,15,63701,37.3382,-89.5908
720,mo,rolla,15,65401,37.8897,-91.8274
721,nc,carolina beach,15,28428,34.0378,-77.9036
722,nc,carolina beach,1,28428,34.0378,-77.9036
723,nc,concord,15,28025,35.3782,-80.5243
724,nc,jacksonville,15,28540,34.7295,-77.4984
725,nc,new bern,15,28560,35.0992,-76.9819
726,nh,concord,15,03301,43.2305,-71.5480
727,nj,cherry hill,15,08002,39.9288,-75.0243
728,nj,north bergen,15,07047,40.7904,-74.0210
729,ny,levittown,15,11756,40.7235,-73.5173
730,ny,schenectady,15,12301,42.8148,-73.9393
731,oh,elyria,15,44035,41.3692,-82.1261
732,oh,lancaster,15,43130,39.6852,-82.6080
733,oh,medina,15,44256,41.1338,-81.8551
734,or,mcminnville,15,97128,45.1832,-123.2636
735,or,redmond,15,97756,44.2738,-121.2605
736,pa,williamsport,15,17701,41.2796,-77.0299
737,sc,north charleston,15,29405,32.8505,-79.9820
738,tn,greeneville,15,37743,36.0830,-82.8514
739,tx,copperas cove,15,76522,31.2634,-98.0878
740,tx,lewisville,15,75029,33.0463,-96.9939
741,tx,waco,15,76701,31.5513,-97.1382
742,va,danville,15,24540,36.6530,-79.4471
743,va,fairfax,15,22030,38.8373,-77.3420
744,va,midlothian,15,23112,37.4381,-77.6725
745,va,winchester,15,22601,39.1682,-78.1693
746,vt,burlington,15,05401,44.4841,-73.2479
747,wa,mukilteo,15,98275,47.9131,-122.3038
748,wa,oak harbor,15,98277,48.3220,-122.6320
749,wa,sequim,15,98382,48.0258,-123.0618
750,al,tuscaloosa,14,35401,33.1730,-87.6135
751,ar,russellville,14,72801,35.2811,-93.1389
752,az,green valley,14,85614,31.8335,-111.0026
753,ca,auburn,14,95602,38.9869,-121.1202
754,ca,buena park,14,90620,33.8417,-118.0078
755,ca,buena park,1,90620,33.8417,-118.0078
756,ca,concord,14,94518,37.9536,-122.0219
757,ca,downey,14,90239,33.9400,-118.1319
758,ca,el centro,14,92243,32.7709,-115.6023
759,ca,el centro,1,92243,32.7709,-115.6023
760,ca,laguna hills,14,92653,33.5940,-117.7099
761,ca,san leandro,14,94577,37.7159,-122.1610
762,ca,san luis obispo,14,93401,35.2542,-120.6207
763,ca,ukiah,14,95482,39.1310,-123.2441
764,ca,yucaipa,14,92399,34.0449,-117.0137
765,co,golden,14,80401,39.7140,-105.2441
766,ct,new milford,14,06776,41.5873,-73.4158
767,fl,altamonte springs,14,32701,28.6638,-81.3672
768,fl,apopka,14,32703,28.6630,-81.5174
769,fl,brooksville,14,34601,28.5917,-82.3492
770,fl,dunedin,14,34697,28.0194,-82.7716
771,fl,pembroke pines,14,33028,26.0194,-80.3446
772,fl,port richey,14,34668,28.3048,-82.7050
773,ga,conyers,14,30012,33.7197,-84.0072
774,ga,woodstock,14,30188,34.1206,-84.4479
775,ia,council bluffs,14,51501,41.2330,-95.8774
776,id,mountain home,14,83647,43.2878,-115.6153
777,il,crystal lake,14,60012,42.2771,-88.3055
778,il,crystal lake,1,60012,42.2771,-88.3055
779,il,mchenry,14,60050,42.3564,-88.2723
780,il,mokena,14,60448,41.5328,-87.8894
781,in,crown point,14,46307,41.3969,-87.3248
782,in,elkhart,14,46514,41.7178,-85.9728
783,in,fishers,14,46037,39.9594,-85.9457
784,ky,frankfort,14,40601,38.2326,-84.8983
785,ma,bridgewater,14,02324,41.9706,-70.9732
786,ma,hyannis,14,02601,41.6568,-70.2938
787,me,augusta,14,04330,44.3788,-69.7310
788,mi,bay city,14,48706,43.6094,-83.9452
789,mi,dearborn,14,48120,42.3045,-83.1798
790,mi,jackson,14,49201,42.2594,-84.3794
791,mi,saginaw,14,48601,43.4140,-83.9262
792,mn,stillwater,14,55082,45.0663,-92.8424
793,mo,butler,14,64730,38.2762,-94.2829
794,mo,wentzville,14,63385,38.7901,-90.8484
795,nc,asheboro,14,27203,35.7370,-79.7704
796,nh,hampton,14,03842,42.9337,-70.8427
797,nh,londonderry,14,03053,42.8731,-71.3909
798,nj,ocean city,14,08226,39.2536,-74.6029
799,ny,ithaca,14,14850,42.4067,-76.5184
800,ny,lockport,14,14094,43.1705,-78.7007
801,ny,orchard park,14,14127,42.7394,-78.7368
802,ny,utica,14,13501,43.0744,-75.2342
803,ny,webster,14,14580,43.2246,-77.4513
804,oh,lima,14,45801,40.7750,-84.0320
805,oh,loveland,14,45140,39.2553,-84.2435
806,oh,miamisburg,14,45342,39.6374,-84.2718
807,oh,north canton,14,44720,40.8966,-81.4349
808,ok,lawton,14,73501,34.5638,-98.2821
809,or,brookings,14,97415,42.2548,-124.1013
810,or,lake oswego,14,97034,45.4108,-122.6795
811,pa,hanover,14,17331,39.7969,-76.9926
812,pa,new castle,14,16101,40.9656,-80.3073
813,sc,fort mill,14,29707,34.9900,-80.8518
814,sc,little river,14,29566,33.8862,-78.6522
815,tx,irving,14,75014,32.8139,-96.9488
816,tx,mesquite,14,75149,32.7666,-96.6233
817,tx,nacogdoches,14,75961,31.5731,-94.4851
818,tx,san marcos,14,78666,29.8785,-98.0200
819,ut,cedar city,14,84720,37.8114,-113.1721
820,ut,layton,14,84040,41.0761,-111.8922
821,va,falls church,14,22040,38.8669,-77.1528
822,va,gainesville,14,20155,38.8133,-77.6339
823,va,williamsburg,14,23185,37.2340,-76.7365
824,wa,centralia,14,98531,46.7436,-122.9793
825,wa,harrington,14,99134,47.4159,-118.3551
826,wa,kenmore,14,98028,47.7549,-122.2471
827,wa,lake stevens,14,98258,48.0486,-122.0596
828,wa,university place,14,98467,47.1993,-122.5432
829,wi,brookfield,14,53005,43.0606,-88.0966
830,wi,la crosse,14,54601,43.7955,-91.1538
831,wi,west bend,14,53090,43.4724,-88.1917
832,wi,west bend,1,53090,43.4724,-88.1917
833,ak,eagle river,13,99577,61.2353,-149.3206
834,ak,north pole,13,99705,64.7296,-147.3879
835,al,florence,13,35630,34.8303,-87.6645
836,al,gulf shores,13,36542,30.2831,-87.7998
837,al,gulf shores,1,36542,30.2831,-87.7998
838,ar,rogers,13,72756,36.3228,-94.0017
839,az,avondale,13,85323,33.3587,-112.3283
840,az,cave creek,13,85327,33.8319,-111.9436
841,az,marana,13,85653,32.3798,-111.4638
842,ca,arcata,13,95518,40.8668,-124.0830
843,ca,hesperia,13,92340,34.4264,-117.3001
844,ca,la puente,13,91744,34.0288,-117.9330
845,ca,orland,13,95963,39.7115,-122.3773
846,ca,paso robles,13,93446,35.6506,-120.7444
847,ca,rialto,13,92376,34.1031,-117.3874
848,ca,rocklin,13,95677,38.7960,-121.2352
849,ca,rosamond,13,93560,34.9443,-118.4952
850,ca,san marcos,13,92069,33.1871,-117.1585
851,ca,spring valley,13,91976,32.7449,-116.9981
852,ca,spring valley,1,91976,32.7449,-116.9981
853,ct,danbury,13,06810,41.3787,-73.4721
854,ct,hartford,13,06101,41.7826,-72.6613
855,ct,stratford,13,06497,41.19,-73.12
856,ct,trumbull,13,06611,41.2617,-73.2079
857,ct,west haven,13,06516,41.2732,-72.9596
858,fl,cape canaveral,13,32920,28.4024,-80.6149
859,fl,hialeah,13,33002,25.8579,-80.2783
860,fl,palm beach gardens,13,33410,26.8457,-80.0859
861,fl,satellite beach,13,32937,28.1742,-80.5998
862,fl,seminole,13,33772,27.8418,-82.7954
863,fl,winter park,13,32789,28.6002,-81.3584
864,fl,zephyrhills,13,33539,28.2333,-82.1815
865,ga,snellville,13,30039,33.7965,-84.0331
866,ga,winder,13,30680,33.9845,-83.6902
867,hi,lahaina,13,96761,20.9029,-156.6185
868,il,bartlett,13,60103,41.9764,-88.2081
869,il,south elgin,13,60177,41.9927,-88.3139
870,in,goshen,13,46526,41.5555,-85.8574
871,in,mishawaka,13,46544,41.6196,-86.1382
872,in,mishawaka,1,46544,41.6196,-86.1382
873,in,new albany,13,47150,38.2812,-85.8410
874,ky,paducah,13,42001,37.0428,-88.7078
875,ma,attleboro,13,02703,41.9383,-71.2942
876,ma,gloucester,13,01930,42.6310,-70.6834
877,ma,pittsfield,13,01201,42.4665,-73.2894
878,ma,taunton,13,02780,41.9099,-71.1189
879,me,york,13,03909,43.1646,-70.6755
880,mi,brighton,13,48114,42.5777,-83.7528
881,mi,fenton,13,48430,42.7704,-83.7466
882,mi,grand blanc,13,48439,42.9210,-83.6474
883,mo,fenton,13,63026,38.5000,-90.4610
884,mo,florissant,13,63031,38.8142,-90.3729
885,mo,joplin,13,64801,37.1194,-94.4968
886,nc,fuquay varina,13,27526,35.5435,-78.8328
887,nc,kannapolis,13,28081,35.4997,-80.6765
888,nd,fargo,13,58102,46.9258,-96.8289
889,nj,clifton,13,07011,40.8783,-74.1425
890,nj,howell,13,07731,40.1522,-74.1850
891,nj,woodbridge,13,07095,40.5546,-74.2918
892,nm,carlsbad,13,88220,32.3122,-104.2875
893,nv,pahrump,13,89041,36.2552,-116.0393
894,ny,fulton,13,13069,43.3310,-76.3756
895,ny,lindenhurst,13,11757,40.6888,-73.3748
896,ny,middletown,13,10940,41.4593,-74.4793
897,ny,tonawanda,13,14150,42.9951,-78.8818
898,oh,grove city,13,43123,39.8640,-83.1289
899,oh,springboro,13,45066,39.5476,-84.2238
900,or,astoria,13,97103,46.1103,-123.6799
901,or,canby,13,97013,45.2165,-122.6608
902,or,coos bay,13,97420,43.3596,-124.1316
903,or,keizer,13,97307,44.9903,-123.0251
904,pa,pottstown,13,19464,40.2589,-75.6156
905,pa,scranton,13,18501,41.4088,-75.6626
906,tx,baytown,13,77520,29.7707,-94.8754
907,tx,cedar park,13,78613,30.4980,-97.8157
908,tx,mansfield,13,76063,32.5679,-97.1305
909,tx,new braunfels,13,78130,29.7010,-98.0767
910,tx,pearland,13,77581,29.5514,-95.2835
911,ut,lehi,13,84043,40.4021,-111.8780
912,vt,rutland,13,05701,43.6390,-72.9229
913,wa,davenport,13,99122,47.6869,-118.1723
914,wa,graham,13,98338,47.0159,-122.2973
915,wa,sedro woolley,13,98284,48.5141,-121.9902
916,wa,silverdale,13,98315,47.7244,-122.7192
917,wa,sumner,13,98352,47.2034,-122.2395
918,ar,mountain home,12,72653,36.3314,-92.4066
919,az,golden valley,12,86413,35.2501,-114.3623
920,az,safford,12,85546,32.7515,-109.4466
921,ca,anderson,12,96007,40.4506,-122.3164
922,ca,canoga park,12,91303,34.1974,-118.6016
923,ca,carmichael,12,95608,38.6232,-121.3281
924,ca,gilroy,12,95020,37.0207,-121.5724
925,ca,oroville,12,95965,39.6510,-121.6443
926,ca,pittsburg,12,94565,38.0095,-121.9281
927,ca,redwood city,12,94061,37.4633,-122.2408
928,ca,richmond,12,94801,37.9582,-122.3799
929,ca,san ramon,12,94582,37.7635,-121.9121
930,ca,south gate,12,90280,33.9385,-118.1904
931,ca,tustin,12,92780,33.7376,-117.8212
932,ca,woodland,12,95695,38.6919,-121.8616
933,ca,yorba linda,12,92885,33.8876,-117.8023
934,co,durango,12,81301,37.4299,-107.8477
935,co,lafayette,12,80026,40.0226,-105.1054
936,ct,new britain,12,06050,41.6612,-72.7801
937,ct,new britain,1,06050,41.6612,-72.7801
938,de,dover,12,19901,39.1576,-75.4940
939,fl,cocoa beach,12,32931,28.3257,-80.6225
940,fl,key west,12,33040,24.6004,-81.8579
941,fl,middleburg,12,32050,30.0689,-81.8609
942,fl,punta gorda,12,33950,26.9124,-82.0340
943,fl,stuart,12,34994,27.2019,-80.2584
944,fl,valrico,12,33594,27.9377,-82.2445
945,ga,fayetteville,12,30214,33.4805,-84.4804
946,ga,loganville,12,30052,33.8094,-83.8893
947,ga,valdosta,12,31601,30.7533,-83.3508
948,ga,villa rica,12,30180,33.7089,-84.9132
949,hi,ewa beach,12,96706,21.3399,-158.0131
950,ia,bettendorf,12,52722,41.5651,-90.4559
951,ia,iowa city,12,52240,41.6426,-91.5416
952,ia,iowa city,1,52240,41.6426,-91.5416
953,ia,muscatine,12,52761,41.3796,-91.0389
954,id,hayden,12,83835,47.8003,-116.5842
955,il,edwardsville,12,62025,38.8551,-89.9482
956,il,oak forest,12,60452,41.6054,-87.7545
957,il,ottawa,12,61350,41.3666,-88.8591
958,ks,salina,12,67401,38.8345,-97.6412
959,ky,murray,12,42071,36.6395,-88.2775
960,la,denham springs,12,70706,30.6099,-90.9176
961,ma,quincy,12,02169,42.2429,-71.0100
962,ma,revere,12,02151,42.4190,-70.9963
963,md,sykesville,12,21784,39.3924,-76.9673
964,md,waldorf,12,20601,38.6137,-76.8705
965,mi,battle creek,12,49014,42.3029,-85.1054
966,mi,lapeer,12,48446,43.0542,-83.3301
967,mi,macomb,12,48042,42.6736,-82.9150
968,mi,westland,12,48185,42.3321,-83.3713
969,mn,minnetonka,12,55345,44.9191,-93.4834
970,mo,farmington,12,63640,37.7474,-90.3635
971,mo,warrensburg,12,64093,38.7901,-93.7235
972,ms,hattiesburg,12,39401,31.2411,-89.2723
973,mt,whitefish,12,59937,48.5166,-114.5550
974,nc,kill devil hills,12,27948,36.0440,-75.6871
975,nc,kure beach,12,28449,33.9709,-77.9230
976,nc,leland,12,28451,34.2539,-78.1031
977,nc,salisbury,12,28144,35.7129,-80.4442
978,nc,thomasville,12,27360,35.8638,-80.1013
979,nd,bismarck,12,58501,46.8225,-100.7190
980,nd,grand forks,12,58201,47.8722,-97.1226
981,nd,minot,12,58701,48.0871,-101.3179
982,nh,laconia,12,03246,43.5655,-71.4815
983,nj,bridgewater,12,08807,40.5928,-74.6163
984,nj,jackson,12,08527,40.1023,-74.3549
985,nj,sicklerville,12,08081,39.7330,-74.9695
986,nm,alamogordo,12,88310,32.7699,-106.0990
987,nm,deming,12,88030,32.1945,-107.7632
988,nm,silver city,12,88061,32.8502,-108.2617
989,ny,deer park,12,11729,40.7625,-73.3224
990,ny,massapequa,12,11758,40.6831,-73.4551
991,ny,new paltz,12,12561,41.7621,-74.0872
992,ny,newburgh,12,12550,41.5379,-74.0424
993,ny,poughkeepsie,12,12601,41.6869,-73.8988
994,oh,mentor,12,44060,41.6776,-81.3298
995,ok,muskogee,12,74401,35.6935,-95.4342
996,pa,bensalem,12,19020,40.1012,-74.9417
997,pa,doylestown,12,18901,40.3061,-75.1470
998,pa,monroeville,12,15146,40.4236,-79.7608
999,sc,easley,12,29640,34.8933,-82.5803
1000,tn,morristown,12,37813,36.1859,-83.2804
1001,tx,bryan,12,77801,30.6393,-96.3610
1002,tx,carrollton,12,75006,32.9514,-96.8915
1003,tx,keller,12,76244,32.9347,-97.2515
1004,ut,park city,12,84060,40.6485,-111.4990
1005,va,harrisonburg,12,22801,38.4142,-78.8926
1006,vt,colchester,12,05439,44.5437,-73.1485
1007,wa,port townsend,12,98368,48.0348,-122.8493
1008,wa,trout lake,12,98650,45.9754,-121.5146
1009,wa,washougal,12,98671,45.6766,-122.2049
1010,wi,elkhorn,12,53121,42.7247,-88.5331
1011,wi,franklin,12,53132,42.8870,-88.0097
1012,wi,hudson,12,54016,44.9708,-92.7003
1013,wi,stevens point,12,54481,44.5539,-89.5676
1014,wy,rock springs,12,82901,41.6310,-108.9428
1015,ar,fort smith,11,72901,35.3667,-94.4147
1016,az,globe,11,85501,33.5449,-110.7376
1017,az,paradise valley,11,85253,33.5460,-111.9694
1018,ca,alameda,11,94501,37.7735,-122.2785
1019,ca,aliso viejo,11,92656,33.5736,-117.7296
1020,ca,azusa,11,91702,34.1381,-117.9122
1021,ca,culver city,11,90230,33.9954,-118.3999
1022,ca,culver city,1,90230,33.9954,-118.3999
1023,ca,desert hot springs,11,92240,33.9539,-116.5385
1024,ca,fallbrook,11,92028,33.3943,-117.2964
1025,ca,lake forest,11,92630,33.6443,-117.6789
1026,ca,morgan hill,11,95037,37.1681,-121.6270
1027,ca,novato,11,94945,38.1311,-122.5528
1028,ca,ontario,11,91758,34.0635,-117.6503
1029,ca,palo alto,11,94301,37.4430,-122.1512
1030,ca,perris,11,92570,33.7788,-117.3266
1031,ca,reseda,11,91335,34.2007,-118.5404
1032,ca,san mateo,11,94401,37.5742,-122.3194
1033,ca,sebastopol,11,95472,38.4017,-122.8742
1034,ca,sonora,11,95370,37.9839,-120.3897
1035,ct,cromwell,11,06416,41.6061,-72.6668
1036,ct,fairfield,11,06824,41.1745,-73.2843
1037,ct,groton,11,06340,41.3580,-72.0385
1038,ct,southington,11,06489,41.6007,-72.8762
1039,ct,wethersfield,11,06109,41.6978,-72.6578
